trial,wacc,g,exit_multiple,enterprise_value,equity_value,price_per_share
0,0.11095071229516848,0.01894060079494324,0.0,6754855.824950571,8662898.824950572,7441.074407275873
1,0.10142603548243223,0.018866464729040366,0.0,7677240.749593288,9585283.749593288,8233.36518604474
2,0.11321532807151038,0.015510892068424962,0.0,6363920.996414252,8271963.996414252,7105.277440658178
3,0.12634544784612037,0.019174774520746406,0.0,5620416.528422806,7528459.528422806,6466.637629636494
4,0.09998769937914996,0.021832072704554364,0.0,8098057.659759188,10006100.659759188,8594.829633876643
5,0.09998794564576229,0.016814419702308014,0.0,7666567.297629235,9574610.297629235,8224.197129040745
6,0.12718819223261085,0.022621206627626483,0.0,5721905.226056032,7629948.226056032,6553.812253956392
7,0.11501152093729362,0.021219437052710847,0.0,6550150.547949285,8458193.547949284,7265.240979169631
8,0.09645788421097572,0.018164416695072405,0.0,8187796.26840692,10095839.26840692,8671.911414195945
9,0.11163840065378947,0.01964617590665538,0.0,6739714.766239442,8647757.766239442,7428.068859508196
10,0.09654873460781306,0.023995804519102583,0.0,8757146.472319175,10665189.472319175,9160.959862840728
11,0.09651405369644614,0.021833869533764663,0.0,8535982.171641896,10444025.171641896,8970.98880917531
12,0.1071294340734905,0.02002195913724537,0.0,7179379.868713146,9087422.868713146,7805.7231306589465
13,0.07480079633013303,0.019405791707597538,0.0,12090537.447392458,13998580.447392458,12024.205847270621
14,0.07762623251230451,0.02019152267612915,0.0,11577138.872143256,13485181.872143256,11583.217550372148
15,0.0950656870613854,0.018720591105144242,0.0,8414106.299563263,10322149.299563263,8866.302439068255
16,0.08830753319498363,0.014738126235702463,0.0,8908844.755806066,10816887.755806066,9291.262459891828
17,0.1082137099889291,0.025105444776336826,0.0,7451724.847267561,9359767.84726756,8039.6562852324005
18,0.08987963886718184,0.020388312497998506,0.0,9321243.364448918,11229286.364448918,9645.495932356054
19,0.08231544447997062,0.02099536816280634,0.0,10723046.729243483,12631089.729243483,10849.587467139223
